entry_time,exit_time,side,entry_price,exit_price,qty,bars_held,score_at_entry,pnl,return_pct,exit_reason
2025-12-29 20:00:00+00:00,2025-12-30 08:00:00+00:00,SHORT,87006.69891199999,88032.21813603913,0.02057895461687698,12,-3.2,-23.265384328307558,-0.012993741727995063,stop
2025-12-30 14:00:00+00:00,2025-12-30 17:00:00+00:00,LONG,88839.004392,87981.29721012029,0.020134368073189225,3,3.7,-19.405491120145633,-0.010848831202432688,stop
2025-12-30 18:00:00+00:00,2025-12-31 15:00:00+00:00,LONG,88297.08119999999,88062.5218477541,0.020213952560207547,21,3.2,-6.8803264085778375,-0.003854885228918901,stop
2025-12-31 16:00:00+00:00,2025-12-31 20:00:00+00:00,SHORT,87461.035152,87593.99918399999,0.020358832856261944,4,3.7,-4.84534221419873,-0.002721178090197193,signal
2025-12-31 21:00:00+00:00,2026-01-01 17:00:00+00:00,SHORT,87579.3804,88195.80618331606,0.020320265966475518,20,4.1,-14.669014990583381,-0.008242703841577487,stop
2026-01-01 21:00:00+00:00,2026-01-02 10:00:00+00:00,LONG,88348.6224,89506.70141247,0.02014236105066358,13,5.9,21.176989906158884,0.011900194814837683,tp
2026-01-02 11:00:00+00:00,2026-01-02 14:00:00+00:00,LONG,89483.519592,88819.23923034451,0.019934269965490213,3,5.2,-15.374545259987762,-0.008619039801579815,stop
2026-01-02 15:00:00+00:00,2026-01-02 18:00:00+00:00,LONG,89423.501616,89026.50817218033,0.01991323573613348,3,5.2,-10.03753429969687,-0.0056368118065551615,stop
2026-01-02 19:00:00+00:00,2026-01-05 00:00:00+00:00,LONG,89915.91523199998,91525.07098881816,0.019781838961157296,53,5.9,29.678518222572045,0.016685490674422317,stop
2026-01-05 01:00:00+00:00,2026-01-05 06:00:00+00:00,LONG,93001.57178399999,92199.65158706451,0.01918938113773852,5,4.7,-17.52069041851087,-0.009817478494650506,stop
2026-01-05 07:00:00+00:00,2026-01-05 14:00:00+00:00,LONG,92552.002416,92294.32976466547,0.019244701567578834,7,6.7,-7.093220776266985,-0.003982414653615483,stop
2026-01-05 15:00:00+00:00,2026-01-06 07:00:00+00:00,LONG,94022.75808,93138.26162965785,0.018928564990540825,16,2.6,-18.867862259366152,-0.010601614784793018,stop
2026-01-06 10:00:00+00:00,2026-01-06 16:00:00+00:00,LONG,93624.53975999999,92842.09587087018,0.018968737257879606,6,-4.5,-16.9641945231224,-0.00955223782996279,stop
2026-01-06 17:00:00+00:00,2026-01-06 20:00:00+00:00,SHORT,91454.75761599999,92618.79725120182,0.01935066021285333,3,3.7,-24.662102343728673,-0.013935674877336058,stop
2026-01-06 21:00:00+00:00,2026-01-07 01:00:00+00:00,LONG,93293.23492799999,92201.30367057225,0.018946790486798343,4,3.2,-22.797308456033196,-0.01289726936273021,stop
