timestamp,equity,cash,position,returns
2025-09-27 04:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 05:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 06:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 07:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 08:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 09:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 10:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 11:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 12:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 13:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 14:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 15:00:00+00:00,10000.0,10000.0,0.0,0.0
2025-09-27 16:00:00+00:00,9997.194929325247,11997.20096,-0.01827477197881698,-0.00028050706747528853
2025-09-27 17:00:00+00:00,9997.432501360972,11997.20096,-0.01827477197881698,2.3763869505755153e-05
2025-09-27 18:00:00+00:00,9996.661671478905,11997.20096,-0.01827477197881698,-7.710278433614715e-05
2025-09-27 19:00:00+00:00,9996.65801652451,11997.20096,-0.01827477197881698,-3.656174946131685e-07
2025-09-27 20:00:00+00:00,9997.19127437085,11997.20096,-0.01827477197881698,5.334361198094939e-05
2025-09-27 21:00:00+00:00,9995.702794193177,11997.20096,-0.01827477197881698,-0.00014888983683736257
2025-09-27 22:00:00+00:00,9993.291255282853,11997.20096,-0.01827477197881698,-0.00024125756437309853
2025-09-27 23:00:00+00:00,9989.113010086436,9989.113010086436,0.0,-0.0004181050156232269
2025-09-28 00:00:00+00:00,9989.113010086436,9989.113010086436,0.0,0.0
2025-09-28 01:00:00+00:00,9989.113010086436,9989.113010086436,0.0,0.0
2025-09-28 02:00:00+00:00,9984.645730966049,11984.139619415748,-0.01826143392057515,-0.0004472147943341831
2025-09-28 03:00:00+00:00,9984.670383901843,11984.139619415748,-0.01826143392057515,2.4690846784913845e-06
2025-09-28 04:00:00+00:00,9985.869977496084,11984.139619415748,-0.01826143392057515,0.00012014353485079177
2025-09-28 05:00:00+00:00,9986.520815001015,11984.139619415748,-0.01826143392057515,6.517584410747901e-05
2025-09-28 06:00:00+00:00,9985.318664806024,11984.139619415748,-0.01826143392057515,-0.00012037727825942035
2025-09-28 07:00:00+00:00,9983.51425252033,11984.139619415748,-0.01826143392057515,-0.0001807065298831123
2025-09-28 08:00:00+00:00,9983.380944052711,11984.139619415748,-0.01826143392057515,-1.3352859949633533e-05
2025-09-28 09:00:00+00:00,9983.416919077534,11984.139619415748,-0.01826143392057515,3.603491144366089e-06
2025-09-28 10:00:00+00:00,9986.09861064877,11984.139619415748,-0.01826143392057515,0.0002686146028934022
2025-09-28 11:00:00+00:00,9986.005112107097,11984.139619415748,-0.01826143392057515,-9.362869857310052e-06
2025-09-28 12:00:00+00:00,9987.17713093612,11984.139619415748,-0.01826143392057515,0.00011736613549295782
2025-09-28 13:00:00+00:00,9981.617437379002,11984.139619415748,-0.01826143392057515,-0.0005566831832686248
2025-09-28 14:00:00+00:00,9978.602864507531,9978.602864507531,0.0,-0.0003020124634491861
2025-09-28 15:00:00+00:00,9979.359191048477,7980.087324858088,0.01816332492268363,7.57948333265368e-05
2025-09-28 16:00:00+00:00,9982.321810976617,7980.087324858088,0.01816332492268363,0.0002968747663474325
2025-09-28 17:00:00+00:00,9982.188673804932,7980.087324858088,0.01816332492268363,-1.3337295090787293e-05
2025-09-28 18:00:00+00:00,9983.713666565442,7980.087324858088,0.01816332492268363,0.00015277138214297992
2025-09-28 19:00:00+00:00,9984.531561086711,7980.087324858088,0.01816332492268363,8.192287445196733e-05
2025-09-28 20:00:00+00:00,9993.32478994828,7980.087324858088,0.01816332492268363,0.0008806851686300465
2025-09-28 21:00:00+00:00,9993.716391233613,7980.087324858088,0.01816332492268363,3.918628620258602e-05
2025-09-28 22:00:00+00:00,10013.823010289774,7980.087324858088,0.01816332492268363,0.0020119261212774298
2025-09-28 23:00:00+00:00,9997.541292638889,9997.541292638889,0.0,-0.001625924248326971
2025-09-29 00:00:00+00:00,9996.482875107175,7995.232762785208,0.017821299306195734,-0.0001058677829611776
2025-09-29 01:00:00+00:00,9989.181488781425,7995.232762785208,0.017821299306195734,-0.0007303955218020963
2025-09-29 02:00:00+00:00,9987.165186977923,7995.232762785208,0.017821299306195734,-0.00020184855043092753
2025-09-29 03:00:00+00:00,9982.571814788786,9982.571814788786,0.0,-0.00045992752729540065
2025-09-29 04:00:00+00:00,9978.685954636197,7983.261373395993,0.01784187487808593,-0.00038926443252140785
2025-09-29 05:00:00+00:00,9977.916791410204,7983.261373395993,0.01784187487808593,-7.708061256672671e-05
2025-09-29 06:00:00+00:00,9975.68834123793,7983.261373395993,0.01784187487808593,-0.00022333821967646106
2025-09-29 07:00:00+00:00,9979.95433352128,7983.261373395993,0.01784187487808593,0.0004276388894102201
2025-09-29 08:00:00+00:00,9983.749478726597,7983.261373395993,0.01784187487808593,0.00038027681074348507
2025-09-29 09:00:00+00:00,9983.985883568732,7983.261373395993,0.01784187487808593,2.3678963763984484e-05
2025-09-29 10:00:00+00:00,9983.80907058869,7983.261373395993,0.01784187487808593,-1.770965845748762e-05
2025-09-29 11:00:00+00:00,9984.13111643024,7983.261373395993,0.01784187487808593,3.225681092988708e-05
2025-09-29 12:00:00+00:00,9982.621515396804,7983.261373395993,0.01784187487808593,-0.00015120004092816774
2025-09-29 13:00:00+00:00,10004.353097417063,7983.261373395993,0.01784187487808593,0.0021769413962795525
2025-09-29 14:00:00+00:00,9984.66014080543,9984.66014080543,0.0,-0.001968438780586057
2025-09-29 15:00:00+00:00,9978.013794905031,7984.931449277546,0.01750094346320217,-0.0006656556965055627
2025-09-29 16:00:00+00:00,9974.653438750662,7984.931449277546,0.01750094346320217,-0.0003367760581856061
2025-09-29 17:00:00+00:00,9982.164843685068,7984.931449277546,0.01750094346320217,0.000753049214244017
2025-09-29 18:00:00+00:00,9981.579087107355,7984.931449277546,0.01750094346320217,-5.868031503042381e-05
2025-09-29 19:00:00+00:00,9985.733986094954,7984.931449277546,0.01750094346320217,0.0004162566815670843
2025-09-29 20:00:00+00:00,9985.533425282865,7984.931449277546,0.01750094346320217,-2.008473411851952e-05
2025-09-29 21:00:00+00:00,9984.192152975846,7984.931449277546,0.01750094346320217,-0.00013432154797299312
2025-09-29 22:00:00+00:00,9984.249906089273,7984.931449277546,0.01750094346320217,5.784455321178328e-06
2025-09-29 23:00:00+00:00,9986.428073512705,7984.931449277546,0.01750094346320217,0.00021816034693844522
2025-09-30 00:00:00+00:00,9990.373661216483,7984.931449277546,0.01750094346320217,0.00039509499039436236
2025-09-30 01:00:00+00:00,9990.327983754045,7984.931449277546,0.01750094346320217,-4.572147547898808e-06
2025-09-30 02:00:00+00:00,9989.297353193497,7984.931449277546,0.01750094346320217,-0.00010316283531675019
2025-09-30 03:00:00+00:00,9987.549533969826,7984.931449277546,0.01750094346320217,-0.00017496918570669706
2025-09-30 04:00:00+00:00,9982.623018384935,7984.931449277546,0.01750094346320217,-0.000493265697269929
2025-09-30 05:00:00+00:00,9979.19895879636,7984.931449277546,0.01750094346320217,-0.00034300199278980426
2025-09-30 06:00:00+00:00,9979.279813155159,7984.931449277546,0.01750094346320217,8.102289485556469e-06
2025-09-30 07:00:00+00:00,9975.80342574563,7984.931449277546,0.01750094346320217,-0.000348360550522564
2025-09-30 08:00:00+00:00,9971.220803699789,7984.931449277546,0.01750094346320217,-0.00045937373164484097
2025-09-30 09:00:00+00:00,9970.516288784009,9970.516288784009,0.0,-7.065483050172627e-05
2025-09-30 10:00:00+00:00,9970.516288784009,9970.516288784009,0.0,0.0
2025-09-30 11:00:00+00:00,9970.516288784009,9970.516288784009,0.0,0.0
2025-09-30 12:00:00+00:00,9970.516288784009,9970.516288784009,0.0,0.0
2025-09-30 13:00:00+00:00,9974.836741217689,7973.620329296784,0.01764043886641016,0.0004333228399155953
2025-09-30 14:00:00+00:00,9978.13920777787,7973.620329296784,0.01764043886641016,0.00033107976058732724
2025-09-30 15:00:00+00:00,9969.386727629912,7973.620329296784,0.01764043886641016,-0.0008771655682189294
2025-09-30 16:00:00+00:00,9964.429940712838,7973.620329296784,0.01764043886641016,-0.0004972007860157834
2025-09-30 17:00:00+00:00,9971.591782488213,7973.620329296784,0.01764043886641016,0.0007187407426201275
2025-09-30 18:00:00+00:00,9979.800584310307,7973.620329296784,0.01764043886641016,0.0008232188000827367
2025-09-30 19:00:00+00:00,9991.30708977409,7973.620329296784,0.01764043886641016,0.0011529794975937424
2025-09-30 20:00:00+00:00,9995.955521819778,7973.620329296784,0.01764043886641016,0.0004652476401656447
2025-09-30 21:00:00+00:00,9987.777767170086,7973.620329296784,0.01764043886641016,-0.000818106346295866
2025-09-30 22:00:00+00:00,9983.705471857777,7973.620329296784,0.01764043886641016,-0.00040772786572151887
2025-09-30 23:00:00+00:00,9985.824794183187,7973.620329296784,0.01764043886641016,0.00021227812973689808
2025-10-01 00:00:00+00:00,9989.11508884055,7973.620329296784,0.01764043886641016,0.0003294965338547229
2025-10-01 01:00:00+00:00,9994.655068666545,7973.620329296784,0.01764043886641016,0.0005546016615809446
2025-10-01 02:00:00+00:00,9989.675525583336,7973.620329296784,0.01764043886641016,-0.0004982206038125492
2025-10-01 03:00:00+00:00,9988.139748975625,7973.620329296784,0.01764043886641016,-0.0001537363855089735
2025-10-01 04:00:00+00:00,9990.110009592616,7973.620329296784,0.01764043886641016,0.00019726001703102014
2025-10-01 05:00:00+00:00,9995.160114431292,7973.620329296784,0.01764043886641016,0.0005055104332010174
2025-10-01 06:00:00+00:00,9989.741148015919,7973.620329296784,0.01764043886641016,-0.0005421590403087428
2025-10-01 07:00:00+00:00,9994.617141722983,7973.620329296784,0.01764043886641016,0.0004881001053798073
2025-10-01 08:00:00+00:00,10022.564006997094,7973.620329296784,0.01764043886641016,0.0027961916777627938
2025-10-01 09:00:00+00:00,9996.683701731688,9996.683701731688,0.0,-0.0025822040395390156
2025-10-01 10:00:00+00:00,9991.499160764504,7994.54693026723,0.017168333566582445,-0.0005186260885983174
2025-10-01 11:00:00+00:00,10000.241447899945,7994.54693026723,0.017168333566582445,0.0008749725136114606
2025-10-01 12:00:00+00:00,9993.758513461868,7994.54693026723,0.017168333566582445,-0.0006482777912766302
2025-10-01 13:00:00+00:00,10000.941057492782,7994.54693026723,0.017168333566582445,0.0007187029805892919
